OptimumG Tutorial Tire Data,,,,,,,
i,SA,SR,IA,Fy,Fz,MZ,V
13539,1.218,-0.021,1.028,-947.2408447,-2710.239,18.26838684,26.805
13540,1.178,-0.021,1.028,-916.8847656,-2699.04,17.68541527,26.805
13541,1.138,-0.021,1.018,-890.2288818,-2702.719,17.24867821,26.833
13542,1.098,-0.022,1.018,-864.7675781,-2722.8,16.72538757,26.833
13543,1.048,-0.022,1.028,-833.0446167,-2743.04,16.28024673,26.833
13544,1.008,-0.022,1.028,-805.8525391,-2751.119,15.83214188,26.833
13545,0.968,-0.022,1.028,-774.9136353,-2740.479,15.21119022,26.833
13546,0.928,-0.022,1.028,-741.6860352,-2716.8,14.48283482,26.833
13547,0.878,-0.021,1.018,-703.8776245,-2697.119,13.85252476,26.833
13548,0.828,-0.021,1.018,-666.7453003,-2692.239,13.12980366,26.805
13549,0.798,-0.021,1.028,-646.677063,-2706.719,12.80833817,26.805
13550,0.758,-0.018,1.018,-623.3921509,-2725.519,12.84434319,26.805
13551,0.718,-0.018,1.028,-594.7480469,-2737.919,12.314785,26.805
13552,0.668,-0.018,1.028,-556.8491211,-2736.159,11.53435898,26.805
13553,0.628,-0.018,1.028,-524.2685547,-2715.28,10.79330921,26.805
13554,0.598,-0.018,1.028,-499.7689514,-2697.6,10.23317623,26.777
13555,0.548,-0.018,1.028,-460.591217,-2681.759,9.38300705,26.777
13556,0.518,-0.018,1.028,-438.6497192,-2688.879,8.954344749,26.777
13557,0.478,-0.018,1.018,-410.0282898,-2704.959,8.40984726,26.777
13558,0.438,-0.018,1.018,-381.012207,-2726,7.860435486,26.777
13559,0.398,-0.018,1.028,-350.0593872,-2728.559,7.218128681,26.805
13560,0.358,-0.018,1.028,-318.5642395,-2716,6.53345871,26.805
13561,0.318,-0.021,1.028,-285.3747559,-2691.84,5.611067772,26.833
13562,0.278,-0.021,1.018,-254.5514679,-2673.04,4.965607643,26.833
13563,0.248,-0.021,1.018,-231.7441864,-2672.399,4.511142731,26.833
13564,0.208,-0.022,1.018,-201.2431793,-2685.6,3.875571489,26.833
13565,0.168,-0.021,1.018,-171.1790924,-2702.959,3.342646122,26.833
13566,0.128,-0.021,1.028,-140.0536041,-2716.159,2.732650995,26.833
13567,0.088,-0.021,1.028,-109.1388245,-2711.439,2.113421917,26.833
13568,0.058,-0.021,1.018,-86.55923462,-2691.119,1.65589273,26.805
13569,0.018,-0.021,1.018,-56.24208832,-2669.519,1.054067135,26.805
13570,-0.018,-0.018,1.028,-28.69855118,-2654.559,0.539233983,26.805
13571,-0.058,-0.018,1.028,2.246597052,-2661.679,-0.072511338,26.805
13572,-0.098,-0.018,1.028,33.86270905,-2679.919,-0.698506236,26.805
13573,-0.138,-0.018,1.018,65.39789581,-2696.959,-1.325602651,26.805
13574,-0.178,-0.018,1.028,97.12807465,-2701.759,-1.948577523,26.777
13575,-0.218,-0.018,1.018,126.8912048,-2688.399,-2.516191721,26.777
13576,-0.258,-0.017,1.028,156.4079132,-2662.8,-3.079671383,26.777
13577,-0.288,-0.018,1.028,177.2543182,-2641.759,-3.418427944,26.777
13578,-0.348,-0.018,1.018,222.523819,-2640,-4.252022266,26.777
13579,-0.368,-0.018,1.028,239.9046783,-2656.879,-4.592545033,26.777
13580,-0.408,-0.021,1.018,270.3429871,-2673.199,-5.022444725,26.805
13581,-0.448,-0.021,1.028,302.6546631,-2684.719,-5.604670525,26.805
13582,-0.498,-0.021,1.018,339.9259644,-2680.08,-6.240202904,26.833
13583,-0.528,-0.022,1.028,359.385498,-2659.439,-6.443494797,26.833
13584,-0.568,-0.021,1.018,386.7499695,-2636.879,-6.916079998,26.833
13585,-0.618,-0.021,1.028,422.8129883,-2626,-7.461423397,26.833
13586,-0.648,-0.021,1.028,446.7095642,-2635.04,-7.866049767,26.833
13587,-0.698,-0.021,1.018,487.4412537,-2656.08,-8.576313019,26.805
13588,-0.738,-0.021,1.018,519.8843994,-2669.519,-9.121958733,26.805
13589,-0.778,-0.021,1.028,549.7000732,-2667.119,-9.555110931,26.805
13590,-0.808,-0.021,1.028,568.8243408,-2651.04,-9.77548027,26.805
13591,-0.858,-0.021,1.028,600.2456055,-2624.959,-10.12003708,26.777
13592,-0.898,-0.021,1.028,627.1282349,-2614.319,-10.44734383,26.777
13593,-0.948,-0.021,1.018,664.289917,-2619.359,-10.98268795,26.777
13594,-0.988,-0.018,1.018,701.987793,-2639.199,-11.93070602,26.777
13595,-1.028,-0.018,1.028,736.1986084,-2658.08,-12.47181892,26.777
13596,-1.078,-0.018,1.028,774.4753418,-2665.119,-13.00555611,26.777
13597,-1.098,-0.018,1.028,785.7612915,-2652.879,-13.0769825,26.777
13598,-1.138,-0.021,1.028,805.4545898,-2635.759,-12.82476902,26.777
13599,-1.178,-0.021,1.028,827.4176636,-2612.959,-12.94225597,26.777
13600,-1.218,-0.021,1.018,853.8292236,-2608.319,-13.22112846,26.805
13601,-1.258,-0.021,1.018,884.8486328,-2618.719,-13.62007618,26.805
13602,-1.288,-0.023,1.018,908.1954956,-2639.439,-13.6907568,26.805
13603,-1.328,-0.023,1.018,941.6426392,-2657.6,-14.14785004,26.833
13604,-1.368,-0.023,1.028,970.0562744,-2658.719,-14.41485882,26.805
13605,-1.408,-0.022,1.018,992.7879028,-2638.559,-14.66729355,26.805
13606,-1.448,-0.023,1.028,1011.246338,-2618.239,-14.49726391,26.805
13607,-1.488,-0.022,1.018,1034.984253,-2603.84,-14.77473545,26.805
13608,-1.528,-0.023,1.048,1060.914551,-2605.84,-14.77275467,26.805
13609,-1.568,-0.022,1.028,1096.268677,-2625.759,-15.41563988,26.777
13610,-1.608,-0.021,1.018,1133.161377,-2648.8,-16.07793999,26.777
13611,-1.648,-0.021,1.018,1162.235718,-2655.919,-16.34819603,26.777
13612,-1.688,-0.022,1.028,1181.488403,-2643.28,-16.16457939,26.777
13613,-1.728,-0.022,1.018,1199.43103,-2624.239,-16.12557602,26.777
13614,-1.778,-0.022,1.018,1223.871216,-2606.319,-16.09934616,26.777
13615,-1.818,-0.021,1.018,1248.866089,-2600.399,-16.35201645,26.749
13616,-1.848,-0.021,1.028,1272.932495,-2612.559,-16.56804276,26.749
13617,-1.888,-0.021,1.018,1307.724609,-2636.719,-16.99933815,26.749
13618,-1.928,-0.022,1.018,1334.140503,-2646.719,-17.02996063,26.749
13619,-1.968,-0.022,1.018,1360.050415,-2650.08,-17.16669655,26.777
13620,-1.998,-0.022,1.028,1369.096924,-2629.199,-16.94888878,26.777
13621,-2.048,-0.023,1.018,1386.810303,-2610,-16.62683678,26.777
13622,-2.088,-0.023,1.028,1407.068604,-2602.879,-16.57569504,26.805
13623,-2.128,-0.023,1.028,1434.275024,-2611.679,-16.73419762,26.805
13624,-2.168,-0.023,1.018,1463.599609,-2625.759,-16.97577095,26.805
13625,-2.208,-0.024,1.028,1492.53772,-2644.399,-17.00504875,26.805
13626,-2.248,-0.023,1.028,1519.106812,-2646.239,-17.26262856,26.805
13627,-2.288,-0.023,1.028,1537.400269,-2638.479,-17.17853737,26.777
13628,-2.338,-0.023,1.018,1553.240723,-2616.879,-16.93718338,26.777
13629,-2.368,-0.023,1.028,1560.364014,-2599.28,-16.68385506,26.777
13630,-2.408,-0.023,1.028,1582.276245,-2600.959,-16.69110489,26.749
13631,-2.448,-0.023,1.028,1609.486816,-2612.959,-16.82037735,26.749
13632,-2.488,-0.023,1.028,1643.399658,-2637.519,-17.10218811,26.749
13633,-2.528,-0.023,1.018,1670.202393,-2649.679,-17.24884224,26.749
13634,-2.568,-0.022,1.028,1691.694214,-2645.6,-17.31799889,26.749
13635,-2.618,-0.022,1.018,1705.062012,-2625.919,-17.02416992,26.749
13636,-2.658,-0.022,1.018,1713.025391,-2606.08,-16.70604515,26.749
13637,-2.698,-0.023,1.018,1723.172241,-2596.639,-16.32999802,26.722
13638,-2.728,-0.022,1.028,1742.790649,-2600.159,-16.47197151,26.749
13639,-2.778,-0.023,1.028,1774.505005,-2620.479,-16.4399147,26.749
13640,-2.818,-0.023,1.028,1805.219116,-2641.439,-16.61382103,26.749
13641,-2.878,-0.024,1.028,1832.569946,-2648.239,-16.35933876,26.777
13642,-2.898,-0.024,1.018,1836.026978,-2640,-16.23614502,26.777
13643,-2.948,-0.024,1.018,1843.69751,-2617.6,-15.82529831,26.777
13644,-2.988,-0.025,1.018,1845.803955,-2600.319,-15.31600761,26.777
13645,-3.028,-0.024,1.028,1861.872437,-2593.439,-15.27030754,26.777
13646,-3.068,-0.024,1.018,1888.516357,-2610.399,-15.3820858,26.777
13647,-3.118,-0.024,1.028,1921.305176,-2630.08,-15.42551994,26.777
13648,-3.148,-0.024,1.028,1942.338989,-2644.399,-15.49601841,26.749
13649,-3.198,-0.024,1.028,1960.464233,-2642.719,-15.29959011,26.749
13650,-3.238,-0.023,1.018,1968.655518,-2627.28,-15.17478561,26.749
13651,-3.268,-0.024,1.028,1962.333008,-2606.559,-14.61735153,26.722
13652,-3.308,-0.024,1.028,1969.470703,-2596,-14.34533978,26.722
13653,-3.348,-0.024,1.018,1991.614136,-2608.399,-14.36555862,26.722
13654,-3.388,-0.023,1.028,2022.173218,-2627.04,-14.55375767,26.722
13655,-3.428,-0.023,1.018,2046.664917,-2643.28,-14.60854816,26.722
13656,-3.468,-0.023,1.028,2062.109863,-2645.919,-14.43651867,26.722
13657,-3.508,-0.023,1.018,2069.081787,-2637.679,-14.20132637,26.722
13658,-3.548,-0.023,1.018,2068.977295,-2619.6,-13.82246399,26.722
13659,-3.588,-0.024,1.028,2066.322754,-2603.519,-13.28552055,26.722
13660,-3.628,-0.025,1.018,2070.607422,-2598.719,-12.93595791,26.749
13661,-3.658,-0.025,1.038,2093.032715,-2616.879,-12.93447208,26.749
13662,-3.698,-0.025,1.018,2118.878662,-2637.359,-13.03323841,26.749
13663,-3.748,-0.026,1.028,2135.413574,-2646,-12.70419693,26.749
13664,-3.788,-0.026,1.048,2147.175537,-2646.239,-12.45969009,26.749
13665,-3.828,-0.026,1.028,2144.743652,-2629.119,-12.16197205,26.749
13666,-3.858,-0.025,1.028,2145.435303,-2613.919,-12.01911736,26.749
13667,-3.908,-0.025,1.018,2150.307617,-2603.919,-11.71535873,26.749
13668,-3.948,-0.025,1.028,2167.480957,-2613.359,-11.58735943,26.722
13669,-3.978,-0.025,1.028,2188.313721,-2631.359,-11.61773396,26.722
13670,-4.028,-0.025,1.018,2213.816162,-2649.759,-11.58121967,26.722
13671,-4.058,-0.024,1.028,2227.922119,-2653.6,-11.57587242,26.722
13672,-4.098,-0.025,1.028,2227.859375,-2646.959,-11.17552185,26.722
13673,-4.138,-0.025,1.028,2219.480469,-2624.8,-10.77124405,26.722
13674,-4.188,-0.024,1.028,2223.476563,-2611.439,-10.5299387,26.694
13675,-4.218,-0.024,1.028,2229.350098,-2611.199,-10.37850571,26.694
13676,-4.268,-0.024,1.008,2252.242188,-2628.479,-10.34161282,26.694
13677,-4.298,-0.024,1.028,2272.189941,-2645.84,-10.28233337,26.694
13678,-4.338,-0.024,1.018,2290.648926,-2660,-10.23103905,26.694
13679,-4.378,-0.025,1.018,2290.819824,-2655.919,-9.866195679,26.694
13680,-4.418,-0.025,1.018,2283.65625,-2638,-9.511662483,26.722
13681,-4.458,-0.026,1.028,2269.602539,-2616.719,-8.989830971,26.722
13682,-4.498,-0.026,1.028,2270.487061,-2609.679,-8.737020493,26.722
13683,-4.538,-0.026,1.028,2285.45752,-2620.399,-8.622152328,26.722
13684,-4.578,-0.026,1.018,2309.864746,-2643.28,-8.626038551,26.722
13685,-4.618,-0.026,1.018,2329.219727,-2659.759,-8.548901558,26.722
13686,-4.658,-0.026,1.028,2337.646729,-2662.639,-8.338214874,26.722
13687,-4.698,-0.026,1.028,2336.433594,-2654.239,-8.073564529,26.722
13688,-4.738,-0.026,1.028,2326.508057,-2635.519,-7.738949776,26.722
13689,-4.778,-0.026,1.028,2317.254883,-2618,-7.419584751,26.694
13690,-4.828,-0.025,1.028,2327.036377,-2617.6,-7.272667408,26.694
13691,-4.878,-0.025,1.018,2348.78418,-2637.04,-7.182754993,26.694
13692,-4.908,-0.025,1.028,2368.045898,-2655.84,-7.1300807,26.666
13693,-4.948,-0.025,1.018,2380.882568,-2666.239,-7.024312019,26.666
13694,-4.978,-0.025,1.018,2385.766357,-2668.239,-6.885741711,26.666
13695,-5.028,-0.025,1.028,2372.261963,-2645.679,-6.466797829,26.666
13696,-5.058,-0.025,1.028,2354.883057,-2621.519,-6.173601627,26.666
13697,-5.098,-0.025,1.018,2350.400879,-2612.08,-5.951694965,26.666
13698,-5.138,-0.025,1.018,2357.909424,-2616.8,-5.787550926,26.666
13699,-5.188,-0.025,1.028,2381.086182,-2638.959,-5.646561623,26.666
13700,-5.228,-0.026,1.018,2395.33667,-2656.8,-5.49028635,26.666
13701,-5.268,-0.026,1.028,2406.199951,-2665.679,-5.319364071,26.694
13702,-5.298,-0.027,1.028,2395.534912,-2655.199,-5.0333395,26.694
13703,-5.348,-0.026,1.028,2387.063721,-2636.399,-4.789784908,26.694
13704,-5.388,-0.027,1.028,2371.68042,-2619.919,-4.443932056,26.694
13705,-5.428,-0.027,1.018,2370.260742,-2615.6,-4.267276287,26.694
13706,-5.468,-0.027,1.028,2383.781006,-2628.399,-4.120221138,26.694
13707,-5.508,-0.026,1.018,2403.970703,-2645.04,-4.115251064,26.694
13708,-5.548,-0.026,1.018,2420.980713,-2662.399,-4.007989407,26.666
13709,-5.588,-0.026,1.028,2422.853516,-2662,-3.798462629,26.666
13710,-5.628,-0.026,1.018,2409.488525,-2644.559,-3.569324732,26.666
13711,-5.668,-0.026,1.028,2394.708984,-2625.199,-3.29210043,26.666
13712,-5.708,-0.026,1.028,2389.094482,-2616.879,-3.086623907,26.666
13713,-5.748,-0.026,1.028,2396.793213,-2624.08,-2.940058708,26.638
13714,-5.788,-0.026,1.028,2413.056396,-2641.28,-2.827994347,26.638
13715,-5.828,-0.025,1.018,2435.674561,-2662,-2.815770388,26.638
13716,-5.868,-0.025,1.018,2441.272217,-2667.119,-2.657661676,26.638
13717,-5.908,-0.025,1.028,2436.76001,-2660.479,-2.438527346,26.638
13718,-5.938,-0.026,1.018,2419.185303,-2643.759,-2.217087507,26.638
13719,-5.978,-0.026,1.028,2407.018799,-2628.559,-1.983023286,26.638
13720,-6.018,-0.026,1.018,2405.419434,-2626.08,-1.833315134,26.638
13721,-6.058,-0.027,1.028,2410.800293,-2635.439,-1.613122582,26.666
13722,-6.098,-0.027,1.028,2434.611572,-2662.08,-1.51803863,26.666
13723,-6.138,-0.028,1.018,2446.0354,-2679.199,-1.355553627,26.666
13724,-6.198,-0.027,1.018,2451.794922,-2680.719,-1.175740242,26.666
13725,-6.228,-0.028,1.018,2437.395264,-2668.239,-0.967639685,26.666
13726,-6.268,-0.027,1.018,2422.658936,-2646.8,-0.823888302,26.666
13727,-6.308,-0.027,1.028,2410.958496,-2633.04,-0.622283757,26.666
13728,-6.348,-0.028,1.048,2409.061768,-2634.559,-0.378659099,26.666
13729,-6.378,-0.027,1.028,2432.85376,-2658,-0.397815198,26.638
13730,-6.428,-0.026,1.028,2454.666748,-2679.04,-0.29256478,26.638
13731,-6.468,-0.026,1.028,2461.357666,-2686.879,-0.150106847,26.638
13732,-6.508,-0.027,1.028,2453.376709,-2682,0.061554711,26.638
13733,-6.558,-0.026,1.018,2437.239258,-2660.319,0.207962602,26.611
13734,-6.598,-0.026,1.028,2423.119873,-2644.479,0.392835438,26.611
13735,-6.638,-0.026,1.028,2419.202881,-2640.559,0.541157603,26.611
13736,-6.678,-0.026,1.028,2431.164795,-2654.8,0.671335995,26.611
13737,-6.718,-0.026,1.028,2452.464844,-2679.759,0.794012606,26.611
13738,-6.758,-0.026,1.018,2471.32959,-2702.239,0.902026296,26.611
13739,-6.798,-0.026,1.018,2472.296875,-2704.159,1.045982361,26.611
13740,-6.838,-0.027,1.028,2457.740967,-2692,1.259260535,26.611
13741,-6.888,-0.027,1.018,2439.569336,-2672.639,1.422587752,26.638
13742,-6.928,-0.028,1.018,2420.86084,-2656.159,1.604362726,26.638
13743,-6.968,-0.028,1.028,2420.75708,-2656.879,1.754856706,26.638
13744,-7.008,-0.028,1.028,2437.730469,-2677.359,1.886921048,26.638
13745,-7.048,-0.028,1.028,2458.770508,-2702.559,2.021427155,26.638
13746,-7.088,-0.028,1.028,2467.36377,-2713.6,2.156518936,26.638
13747,-7.118,-0.028,1.028,2463.66626,-2710.319,2.255580664,26.638
13748,-7.168,-0.028,1.028,2449.916504,-2696.239,2.414638519,26.638
13749,-7.208,-0.027,1.028,2433.368652,-2674.959,2.495948315,26.638
13750,-7.238,-0.027,1.028,2421.012451,-2661.919,2.583306551,26.611
13751,-7.278,-0.027,1.028,2425.401611,-2668.399,2.711253166,26.611
13752,-7.328,-0.027,1.028,2440.396973,-2687.439,2.879155636,26.611
13753,-7.358,-0.027,1.018,2456.746582,-2707.519,2.970768929,26.611
13754,-7.398,-0.026,1.018,2464.823242,-2714.879,3.067453861,26.583
13755,-7.438,-0.027,1.028,2450.149658,-2703.04,3.230182886,26.583
13756,-7.478,-0.026,1.018,2434.094482,-2683.119,3.282121658,26.583
13757,-7.528,-0.026,1.028,2415.565918,-2663.919,3.423838615,26.583
13758,-7.548,-0.026,1.028,2414.439453,-2663.519,3.481182575,26.583
13759,-7.598,-0.027,1.028,2421.056641,-2676.719,3.671375513,26.583
13760,-7.638,-0.027,1.028,2437.383545,-2697.28,3.814676285,26.611
13761,-7.678,-0.027,1.018,2450.418945,-2714.319,3.938824415,26.611
13762,-7.718,-0.028,1.028,2442.665527,-2710.639,4.092722416,26.611
13763,-7.798,-0.028,1.018,2427.84082,-2697.679,4.277924538,26.638
13764,-7.818,-0.028,1.018,2410.990234,-2679.28,4.298783779,26.638
13765,-7.848,-0.028,1.028,2398.241699,-2665.919,4.368240833,26.638
13766,-7.888,-0.028,1.028,2399.06665,-2668.879,4.479077339,26.638
13767,-7.928,-0.028,1.028,2415.348633,-2689.679,4.626288891,26.611
13768,-7.968,-0.027,1.028,2433.882813,-2709.759,4.748013496,26.611
13769,-8.008,-0.027,1.028,2438.895752,-2717.679,4.870835781,26.611
13770,-8.048,-0.027,1.028,2435.07373,-2715.439,4.97078371,26.583
13771,-8.088,-0.027,1.018,2418.322021,-2698.479,5.020436764,26.583
13772,-8.128,-0.027,1.018,2403.462891,-2683.519,5.085567474,26.583
13773,-8.168,-0.027,1.028,2394.499756,-2675.199,5.177677631,26.583
13774,-8.208,-0.027,1.028,2400.9375,-2684.879,5.300069809,26.583
13775,-8.248,-0.027,1.038,2418.908691,-2707.759,5.471616745,26.583
13776,-8.288,-0.026,1.028,2430.683838,-2720.8,5.569420338,26.583
13777,-8.318,-0.026,1.028,2430.270264,-2722.08,5.646511078,26.555
13778,-8.368,-0.026,1.018,2416.863525,-2709.679,5.719107628,26.555
13779,-8.408,-0.027,1.028,2397.271973,-2692.159,5.796022415,26.583
13780,-8.448,-0.027,1.018,2384.822998,-2680.239,5.839324474,26.583
13781,-8.478,-0.028,1.028,2382.416016,-2682.159,5.945277691,26.583
13782,-8.528,-0.028,1.018,2394.144775,-2698.959,6.09747839,26.611
13783,-8.568,-0.028,1.048,2408.95459,-2718.08,6.287473679,26.611
13784,-8.608,-0.028,1.028,2418.418457,-2731.919,6.397181511,26.611
13785,-8.658,-0.028,1.008,2416.152832,-2732.719,6.486149788,26.611
13786,-8.688,-0.028,1.028,2397.83252,-2712.8,6.509796619,26.611
13787,-8.728,-0.028,1.018,2380.174561,-2694.8,6.520787239,26.611
13788,-8.778,-0.028,1.028,2368.729248,-2684.319,6.60076189,26.611
13789,-8.808,-0.027,1.018,2376.378906,-2692.319,6.663667679,26.583
13790,-8.848,-0.027,1.008,2393.206055,-2714.719,6.816572666,26.583
13791,-8.888,-0.027,1.028,2403.694092,-2729.199,6.97845459,26.583
13792,-8.928,-0.027,1.028,2410.372803,-2739.6,7.101266861,26.583
13793,-8.968,-0.027,1.028,2402.724854,-2733.199,7.159500122,26.555
13794,-9.008,-0.027,1.028,2381.740723,-2711.119,7.154414177,26.583
13795,-9.048,-0.027,1.028,2365.813721,-2694.959,7.169370651,26.555
13796,-9.088,-0.027,1.028,2359.145508,-2689.679,7.225599289,26.555
13797,-9.128,-0.027,1.028,2368.433594,-2703.199,7.357611656,26.555
13798,-9.168,-0.027,1.018,2380.055176,-2719.679,7.491292477,26.555
13799,-9.208,-0.027,1.028,2394.044189,-2738.639,7.659395218,26.555
13800,-9.248,-0.027,1.018,2389.086182,-2735.6,7.711832523,26.583
13801,-9.288,-0.027,1.018,2376.708252,-2723.6,7.735686302,26.583
13802,-9.328,-0.028,1.018,2357.660645,-2706.479,7.747063637,26.583
13803,-9.368,-0.028,1.028,2344.739746,-2693.6,7.772692204,26.611
13804,-9.408,-0.028,1.028,2345.641602,-2697.28,7.860064507,26.611
13805,-9.448,-0.028,1.028,2360.135986,-2717.119,8.021009445,26.611
13806,-9.488,-0.028,1.018,2372.429199,-2734.559,8.161547661,26.611
13807,-9.528,-0.028,1.028,2380.688965,-2746.879,8.300706863,26.611
13808,-9.558,-0.028,1.028,2372.019531,-2738.559,8.314323425,26.583
13809,-9.608,-0.027,1.028,2356.391357,-2720.559,8.304424286,26.583
13810,-9.638,-0.027,1.028,2336.530762,-2698.879,8.251128197,26.583
13811,-9.678,-0.027,1.028,2329.412354,-2693.04,8.289020538,26.555
13812,-9.718,-0.027,1.018,2333.074463,-2700.239,8.379551888,26.555
13813,-9.748,-0.027,1.028,2354.356201,-2727.519,8.573402405,26.555
13814,-9.778,-0.027,1.018,2365.957764,-2743.6,8.692922592,26.555
13815,-9.798,-0.027,1.028,2369.916504,-2749.519,8.765944481,26.555
13816,-9.818,-0.027,1.018,2357.352295,-2736,8.720671654,26.555
13817,-9.838,-0.027,1.018,2341.140869,-2717.919,8.661726952,26.555
13818,-9.838,-0.027,1.028,2329.468018,-2703.759,8.59996891,26.555
13819,-9.848,-0.027,1.018,2325.567627,-2699.919,8.586544991,26.555
13820,-10.108,-0.027,1.038,2322.736328,-2713.6,9.074341774,26.555
13821,-10.108,-0.028,1.028,2339.919189,-2737.04,9.199030876,26.583
13822,-10.088,-0.028,1.028,2350.185303,-2748.08,9.228303909,26.583
13823,-10.078,-0.028,1.028,2353.72998,-2751.679,9.232370377,26.583
13824,-10.098,-0.028,1.018,2336.953369,-2732.959,9.152527809,26.583
13825,-10.038,-0.028,1.028,2321.397217,-2710,8.949006081,26.583
13826,-10.008,-0.028,1.028,2313.559082,-2698.559,8.843481064,26.583
13827,-9.998,-0.028,1.028,2317.965088,-2703.199,8.852841377,26.583
13828,-9.978,-0.028,1.018,2335.882568,-2723.6,8.919855118,26.583
13829,-9.948,-0.028,1.028,2350.203369,-2738.639,8.961445808,26.583
13830,-9.928,-0.028,1.028,2359.178955,-2748.08,8.978981018,26.583
13831,-9.898,-0.028,1.018,2356.45752,-2742.959,8.894682884,26.583
13832,-9.878,-0.028,1.028,2344.200684,-2726.719,8.78917408,26.555
13833,-9.858,-0.028,1.018,2325.508789,-2703.119,8.627259254,26.555
13834,-9.828,-0.028,1.018,2322.701172,-2697.759,8.552893639,26.555
13835,-9.818,-0.028,1.028,2328.065186,-2703.359,8.575130463,26.555
13836,-9.798,-0.028,1.028,2347.803223,-2725.679,8.655525208,26.555
13837,-9.778,-0.027,1.028,2364.499756,-2741.679,8.693506241,26.555
13838,-9.758,-0.028,1.038,2365.2229,-2743.679,8.690199852,26.555
13839,-9.738,-0.028,1.028,2359.648438,-2735.84,8.607816696,26.555
13840,-9.728,-0.028,1.028,2342.952637,-2715.199,8.489141464,26.555
13841,-9.708,-0.028,1.028,2331.820068,-2700.559,8.384362221,26.583
13842,-9.688,-0.028,1.028,2330.450684,-2697.6,8.337219238,26.583
13843,-9.678,-0.028,1.028,2346.204346,-2715.759,8.409355164,26.583
13844,-9.658,-0.028,1.028,2362.92749,-2734.399,8.466509819,26.611
13845,-9.638,-0.028,1.028,2367.064941,-2738,8.449911118,26.611
13846,-9.628,-0.028,1.028,2366.887451,-2737.119,8.42855835,26.611
13847,-9.608,-0.028,1.028,2354.997803,-2721.6,8.319839478,26.611
13848,-9.588,-0.028,1.028,2339.06665,-2701.28,8.188973427,26.583
